; Candidate function boundaries for /home/andrew/netgearr8000/v2-staging/firmware/brcmfmac43602-pcie.ap.bin
; Detection: Thumb-2 'push {..,lr}' prologue -> nearest following
; 'pop {..,pc}' or 'bx lr' epilogue (approx=1 means no clean
; epilogue was found before the next prologue; end offset is the
; next prologue's start as a fallback boundary).
; Total candidates: 1879
; offset_start   offset_end  size_bytes  approx
0x02a980  0x02a9e6       102  0
0x02aa16  0x02aaa6       144  0
0x02aaae  0x02ace0       562  0
0x02ace0  0x02ad02        34  0
0x02ad04  0x02ad32        46  0
0x02ad32  0x02ad5c        42  0
0x02ad5c  0x02ad7e        34  0
0x02ad82  0x02ad92        16  0
0x02ad92  0x02adaa        24  0
0x02adc8  0x02ae32       106  0
0x02ae38  0x02ae70        56  0
0x02ae70  0x02af32       194  0
0x02af34  0x02af72        62  0
0x02af78  0x02b010       152  0
0x02b010  0x02b0a6       150  0
0x02b0a8  0x02b19a       242  0
0x02b1fc  0x02b2ce       210  0
0x02b2ce  0x02b346       120  0
0x02b362  0x02b3bc        90  0
0x02b3c4  0x02b610       588  0
0x02b630  0x02b65c        44  0
0x02b65c  0x02b674        24  0
0x02b682  0x02b6f4       114  0
0x02b724  0x02b790       108  0
0x02b7a0  0x02b7ce        46  0
0x02b7dc  0x02b80a        46  0
0x02b814  0x02b82a        22  0
0x02b82c  0x02b888        92  0
0x02b888  0x02b8e4        92  0
0x02b8e8  0x02ba3c       340  0
0x02ba3c  0x02bb08       204  0
0x02bb10  0x02bb9e       142  0
0x02bba8  0x02bc26       126  0
0x02bc26  0x02bcba       148  0
0x02bcbc  0x02bce0        36  0
0x02bd4e  0x02bd94        70  0
0x02bdaa  0x02bf58       430  0
0x02bf58  0x02bf76        30  0
0x02bf80  0x02c094       276  0
0x02c09e  0x02c126       136  0
0x02c126  0x02c178        82  0
0x02c178  0x02c358       480  0
0x02c360  0x02c3b0        80  0
0x02c3b4  0x02c41c       104  0
0x02c4a2  0x02c4e4        66  0
0x02c4e4  0x02c9a2      1214  0
0x02c9a6  0x02c9d4        46  0
0x02c9dc  0x02cb42       358  0
0x02cb42  0x02cb60        30  0
0x02cb64  0x02cb9a        54  0
0x02cb9a  0x02cbcc        50  0
0x02cbcc  0x02cbfe        50  0
0x02cc1a  0x02cc40        38  0
0x02cc52  0x02cc72        32  0
0x02cc74  0x02cc90        28  0
0x02ccf4  0x02cd5e       106  0
0x02cd64  0x02ce9a       310  1
0x02ce9a  0x02cf06       108  0
0x02cf06  0x02cf5a        84  0
0x02cf5a  0x02cf92        56  0
0x02cf92  0x02cff0        94  0
0x02cff0  0x02d0a2       178  0
0x02d0a4  0x02d176       210  0
0x02d1f8  0x02d224        44  0
0x02d224  0x02d250        44  0
0x02d250  0x02d27e        46  0
0x02d27e  0x02d2ea       108  0
0x02d314  0x02d406       242  0
0x02d406  0x02d436        48  1
0x02d436  0x02d482        76  0
0x02d482  0x02d54a       200  0
0x02d54a  0x02d596        76  0
0x02d5d4  0x02d63c       104  0
0x02d63c  0x02d6d2       150  0
0x02d70a  0x02d7e0       214  0
0x02d7e0  0x02d82c        76  0
0x02d8d2  0x02d8f4        34  0
0x02d916  0x02d932        28  0
0x02d938  0x02d974        60  0
0x02d978  0x02dbae       566  0
0x02dbb8  0x02dbde        38  0
0x02dbde  0x02dc10        50  0
0x02dc10  0x02dce2       210  0
0x02dcf0  0x02dd22        50  0
0x02dd66  0x02dd98        50  0
0x02dd98  0x02de5e       198  0
0x02de5e  0x02deba        92  0
0x02dec8  0x02e018       336  0
0x02e01c  0x02e040        36  0
0x02e040  0x02e0b6       118  0
0x02e0b6  0x02e16e       184  0
0x02e170  0x02e1d8       104  0
0x02e1d8  0x02e238        96  0
0x02e248  0x02e274        44  1
0x02e274  0x02e29e        42  0
0x02e2a0  0x02e2e4        68  0
0x02e2fa  0x02e316        28  0
0x02e32c  0x02e35c        48  0
0x02e368  0x02e3e8       128  0
0x02e3f6  0x02e41a        36  0
0x02e458  0x02e492        58  0
0x02e492  0x02e4bc        42  0
0x02e4bc  0x02e518        92  0
0x02e518  0x02e5be       166  0
0x02e618  0x02e63a        34  0
0x02e646  0x02e68a        68  1
0x02e68a  0x02e7f6       364  0
0x02e7f6  0x02e836        64  1
0x02e836  0x02e880        74  1
0x02e880  0x02e98c       268  1
0x02e98c  0x02eb30       420  0
0x02eb30  0x02ebea       186  0
0x02ebf0  0x02ec44        84  0
0x02ec44  0x02ec6e        42  0
0x02ecb0  0x02ece8        56  1
0x02ece8  0x02ed52       106  0
0x02ed52  0x02ed6c        26  0
0x02ed96  0x02ef3a       420  0
0x02ef3a  0x02efca       144  1
0x02efca  0x02f34e       900  0
0x02f34e  0x02f39c        78  0
0x02f39c  0x02f4ac       272  1
0x02f4ac  0x02f588       220  1
0x02f588  0x02f632       170  1
0x02f632  0x02f702       208  1
0x02f702  0x02f930       558  1
0x02f930  0x02f9ce       158  1
0x02f9ce  0x02fa56       136  1
0x02fa56  0x02fe68      1042  1
0x02fe68  0x02fe90        40  0
0x02fe90  0x02ff92       258  0
0x03000e  0x030036        40  0
0x030036  0x0301a4       366  0
0x0301a4  0x0303dc       568  1
0x0303dc  0x030570       404  1
0x030570  0x030664       244  0
0x030668  0x0306ee       134  0
0x0306ee  0x030768       122  0
0x030768  0x0307dc       116  0
0x0307dc  0x03090a       302  0
0x03090a  0x030a26       284  0
0x030a26  0x030a6c        70  0
0x030a6c  0x030c5c       496  0
0x030c5c  0x030cfa       158  0
0x030d20  0x030e00       224  1
0x030e00  0x030eb4       180  1
0x030eb4  0x030f4c       152  0
0x030f4c  0x030fa8        92  1
0x030fa8  0x030fdc        52  0
0x030fdc  0x031064       136  1
0x031064  0x031286       546  1
0x031286  0x03141e       408  0
0x03141e  0x031548       298  0
0x031548  0x0315fa       178  0
0x0315fc  0x03178e       402  0
0x031794  0x0317c6        50  0
0x0317c8  0x031838       112  1
0x031838  0x0318e0       168  1
0x0318e0  0x0319b8       216  0
0x0319c0  0x031af0       304  1
0x031af0  0x031b20        48  1
0x031b20  0x031bbc       156  1
0x031bbc  0x031d34       376  0
0x031d34  0x031e68       308  0
0x031e68  0x031e94        44  1
0x031e94  0x031ee6        82  0
0x031ee6  0x031f4e       104  1
0x031f4e  0x031fb8       106  0
0x031fb8  0x032038       128  0
0x032038  0x032126       238  0
0x032126  0x032278       338  0
0x032278  0x032424       428  0
0x032430  0x0324a2       114  0
0x0324a4  0x032692       494  0
0x032698  0x0327f6       350  0
0x0327f6  0x032830        58  0
0x032830  0x032900       208  1
0x032900  0x03298c       140  1
0x03298c  0x032a2e       162  1
0x032a2e  0x032b0c       222  0
0x032b14  0x032e40       812  0
0x032e56  0x032edc       134  0
0x032edc  0x032f10        52  0
0x032f10  0x0330be       430  1
0x0330be  0x0330d4        22  0
0x0330d8  0x033132        90  0
0x033132  0x033194        98  0
0x033194  0x0331fe       106  0
0x033204  0x0334fc       760  0
0x0334fc  0x033538        60  1
0x033538  0x033620       232  0
0x033624  0x0336ce       170  0
0x0336d0  0x03372c        92  0
0x03372c  0x03385c       304  0
0x033864  0x0338a0        60  0
0x0338a0  0x033948       168  0
0x033948  0x03397a        50  0
0x033980  0x033a6c       236  1
0x033a6c  0x033cfc       656  0
0x033cfc  0x033f12       534  0
0x033f12  0x03413e       556  1
0x03413e  0x034274       310  1
0x034274  0x034292        30  0
0x034292  0x0342bc        42  0
0x0342c8  0x03431a        82  0
0x03431e  0x034372        84  1
0x034372  0x034504       402  0
0x034506  0x03460a       260  0
0x03465e  0x03467e        32  1
0x03467e  0x0346aa        44  0
0x0346d8  0x034a98       960  1
0x034a98  0x034b18       128  1
0x034b18  0x034bc0       168  0
0x034bc0  0x034be8        40  1
0x034be8  0x034d76       398  0
0x034d80  0x0351f8      1144  0
0x035220  0x0353fa       474  0
0x035404  0x035552       334  0
0x035558  0x035774       540  0
0x03578c  0x0357b6        42  0
0x0357b6  0x03580a        84  1
0x03580a  0x035aee       740  1
0x035aee  0x035b1e        48  0
0x035b1e  0x035bd8       186  1
0x035bd8  0x035c5e       134  0
0x035c5e  0x035dd0       370  0
0x035dd0  0x035e80       176  0
0x035e80  0x036324      1188  0
0x036324  0x0363fa       214  0
0x0363fc  0x0366a4       680  0
0x0366b4  0x0369b0       764  0
0x0369b0  0x036cae       766  0
0x036cb0  0x036eb4       516  0
0x036ee2  0x036f30        78  0
0x036f30  0x03704e       286  0
0x03704e  0x03708a        60  0
0x03709a  0x03714e       180  0
0x037150  0x037462       786  0
0x037470  0x037526       182  0
0x03752c  0x037560        52  0
0x037560  0x037b40      1504  0
0x037b40  0x037c54       276  0
0x037c62  0x0380b6      1108  0
0x0380ba  0x038110        86  0
0x038110  0x0381b4       164  0
0x0381b4  0x038538       900  0
0x038538  0x0385d2       154  0
0x0385d2  0x038656       132  0
0x038658  0x03885e       518  0
0x03887c  0x03890c       144  0
0x038912  0x038a18       262  0
0x038a18  0x038a70        88  1
0x038a70  0x038bb6       326  0
0x038bc0  0x0392d8      1816  0
0x0392d8  0x0393a0       200  1
0x0393a0  0x039490       240  0
0x039490  0x03966e       478  0
0x039678  0x039914       668  0
0x039914  0x03997a       102  0
0x039980  0x039b54       468  0
0x039b54  0x039ca2       334  0
0x039d98  0x039ec4       300  0
0x039ec4  0x03a3a2      1246  0
0x03a3a8  0x03a4bc       276  0
0x03a4be  0x03a6bc       510  1
0x03a6bc  0x03aa4c       912  0
0x03aa4c  0x03aa5e        18  0
0x03aa5e  0x03aa86        40  0
0x03aa86  0x03aa9a        20  0
0x03aa9c  0x03ac3c       416  0
0x03ac40  0x03af40       768  0
0x03af40  0x03b136       502  0
0x03b13c  0x03b164        40  1
0x03b164  0x03b1d8       116  0
0x03b1d8  0x03b3a4       460  0
0x03b3a4  0x03b458       180  0
0x03b460  0x03b66c       524  1
0x03b66c  0x03b7fa       398  0
0x03b7fa  0x03b854        90  0
0x03b886  0x03b8b0        42  1
0x03b8b0  0x03b8f0        64  0
0x03b8f0  0x03bd84      1172  0
0x03bd86  0x03bdb0        42  1
0x03bdb0  0x03bdfe        78  0
0x03be08  0x03c040       568  0
0x03c044  0x03c27e       570  0
0x03c27e  0x03c36e       240  0
0x03c36e  0x03c50a       412  0
0x03c50a  0x03c58a       128  1
0x03c58a  0x03c6c8       318  0
0x03c6e6  0x03c774       142  1
0x03c774  0x03cbaa      1078  0
0x03cbb8  0x03cc0e        86  0
0x03cc3c  0x03cd84       328  1
0x03cd84  0x03d140       956  0
0x03d15c  0x03d178        28  0
0x03d178  0x03d1a0        40  0
0x03d1c4  0x03d1ea        38  0
0x03d242  0x03d298        86  0
0x03d298  0x03d2be        38  0
0x03d2be  0x03d2de        32  0
0x03d2de  0x03d2fe        32  0
0x03d2fe  0x03d326        40  0
0x03d326  0x03d396       112  0
0x03d39c  0x03d618       636  0
0x03d638  0x03d672        58  0
0x03d67e  0x03d6b8        58  0
0x03d6d4  0x03d6f0        28  0
0x03d6f0  0x03d72e        62  0
0x03d72e  0x03d76c        62  0
0x03d76c  0x03d7a2        54  0
0x03d7a2  0x03d7d8        54  0
0x03d7d8  0x03d816        62  0
0x03d816  0x03d854        62  0
0x03d860  0x03d89c        60  0
0x03d8a0  0x03d8de        62  0
0x03d8de  0x03d92a        76  0
0x03d92a  0x03d94a        32  0
0x03d94a  0x03da52       264  0
0x03da52  0x03dce4       658  0
0x03dce4  0x03dd52       110  0
0x03dd52  0x03dfda       648  0
0x03dfda  0x03e008        46  0
0x03e008  0x03e50e      1286  0
0x03e518  0x03e58e       118  0
0x03e58e  0x03e604       118  0
0x03e604  0x03e710       268  0
0x03e710  0x03e71a        10  1
0x03e71a  0x03e77a        96  0
0x03e77e  0x03e788        10  0
0x03e788  0x03e7bc        52  0
0x03e7ec  0x040138      6476  0
0x040158  0x040172        26  0
0x040178  0x0401a0        40  0
0x0401d8  0x0402e6       270  0
0x0402e8  0x041644      4956  0
0x041664  0x041680        28  1
0x041680  0x04169e        30  1
0x04169e  0x0416d4        54  0
0x041714  0x041738        36  0
0x041738  0x0417ec       180  0
0x0417ec  0x041958       364  0
0x041978  0x041980         8  0
0x0419b2  0x041a96       228  0
0x041a9a  0x041ab0        22  0
0x041ab4  0x041bc6       274  0
0x041bc6  0x041d1a       340  0
0x041d1a  0x041d3e        36  0
0x041d68  0x041d7a        18  0
0x041da0  0x041de2        66  0
0x041dfc  0x041e3a        62  0
0x041e3e  0x041e52        20  0
0x041e68  0x041ebc        84  0
0x041ec0  0x041ede        30  0
0x041ee4  0x041f2c        72  0
0x041f32  0x041f60        46  0
0x041f78  0x041fa6        46  0
0x041fa6  0x041fc6        32  0
0x041fc6  0x0421fc       566  0
0x0421fe  0x04226e       112  0
0x04227e  0x0422a6        40  0
0x0422a8  0x0422d2        42  0
0x0422de  0x04230e        48  0
0x042350  0x042388        56  1
0x042388  0x042432       170  0
0x04244e  0x0424c0       114  0
0x0424c0  0x0425ce       270  0
0x0425d4  0x042608        52  0
0x04265c  0x04276a       270  0
0x042800  0x04288a       138  0
0x04288e  0x0428a4        22  0
0x0428c8  0x042914        76  0
0x042914  0x04296a        86  0
0x04296a  0x042af2       392  0
0x042af2  0x042b08        22  1
0x042b08  0x042b1e        22  1
0x042b1e  0x042bc6       168  0
0x042bc6  0x042bea        36  1
0x042bea  0x042c2e        68  0
0x042c76  0x042db2       316  0
0x042dc4  0x042e56       146  0
0x042e90  0x042fb0       288  0
0x04300c  0x0430b2       166  0
0x0430bc  0x043104        72  0
0x043108  0x043142        58  0
0x043146  0x04315e        24  0
0x04315e  0x04316c        14  0
0x043196  0x04335c       454  0
0x04335c  0x043394        56  0
0x0433b4  0x0433da        38  0
0x0433da  0x043402        40  1
0x043402  0x043424        34  1
0x043424  0x043434        16  0
0x043466  0x0434d2       108  0
0x0434da  0x043620       326  0
0x043658  0x0438a2       586  0
0x0438a2  0x0439a6       260  1
0x0439a6  0x0439b2        12  0
0x0439d4  0x0439ea        22  0
0x0439ec  0x043a02        22  0
0x043a02  0x043e0a      1032  0
0x043e0e  0x043e4e        64  0
0x043f4a  0x044012       200  0
0x044012  0x0444e8      1238  0
0x0444ec  0x0444f4         8  0
0x0444f4  0x044502        14  0
0x044506  0x044516        16  0
0x044534  0x044546        18  0
0x044548  0x04455a        18  0
0x04455a  0x0449b0      1110  0
0x0449c0  0x0449c8         8  0
0x0449ea  0x044a6c       130  0
0x044aa6  0x044b62       188  0
0x044b6a  0x044c62       248  0
0x044c62  0x044ce2       128  0
0x044cea  0x044d88       158  0
0x044d8c  0x044e72       230  0
0x044e72  0x044f2c       186  1
0x044f2c  0x044fc2       150  0
0x045028  0x0450b2       138  0
0x0450b2  0x045142       144  0
0x045142  0x04516a        40  0
0x04517a  0x0451a4        42  0
0x0451a6  0x0451f6        80  0
0x0451fe  0x045262       100  0
0x045262  0x0452d2       112  0
0x0452d2  0x0453da       264  0
0x0453da  0x045404        42  0
0x045414  0x045448        52  0
0x045454  0x04546c        24  0
0x04546c  0x045480        20  0
0x045488  0x0454aa        34  0
0x0454b2  0x045500        78  0
0x045518  0x0455b2       154  0
0x0455b8  0x04577e       454  0
0x04577e  0x0458bc       318  0
0x0458bc  0x045a2a       366  0
0x045a2a  0x045c5e       564  0
0x045c62  0x045df4       402  0
0x045df8  0x045e98       160  0
0x045faa  0x045fbe        20  0
0x046040  0x0460b0       112  0
0x0460ec  0x046124        56  0
0x046124  0x046156        50  0
0x04619e  0x0462d6       312  0
0x0462d8  0x046394       188  0
0x0463a8  0x0463ca        34  1
0x0463ca  0x046450       134  0
0x046462  0x046470        14  0
0x046500  0x046534        52  0
0x046538  0x0465de       166  0
0x046614  0x046688       116  0
0x04668c  0x0466d2        70  0
0x0466d2  0x046748       118  0
0x046748  0x0468d4       396  0
0x0468ec  0x046ad0       484  0
0x046ae8  0x046b68       128  0
0x046b6c  0x046bc2        86  0
0x046c40  0x046f06       710  0
0x046f14  0x04713a       550  0
0x047140  0x047164        36  0
0x0471f8  0x0473b8       448  0
0x0473bc  0x0475ea       558  0
0x0475f0  0x047694       164  0
0x0476c4  0x0478ac       488  0
0x0478b8  0x047a0e       342  0
0x047a14  0x047a88       116  1
0x047a88  0x047abc        52  0
0x047abe  0x047af6        56  0
0x047b22  0x047b50        46  0
0x047b78  0x047bac        52  0
0x047bcc  0x047c22        86  0
0x047c22  0x047c4e        44  0
0x047c5a  0x047c6e        20  0
0x047c6e  0x047c8c        30  0
0x047c8c  0x047cca        62  0
0x047cca  0x047ce6        28  0
0x047ce6  0x047d12        44  0
0x047d2c  0x047dc4       152  0
0x047dd0  0x047e14        68  0
0x047e14  0x047e24        16  0
0x047e24  0x047ec2       158  0
0x047ec2  0x047eea        40  0
0x047eec  0x047f00        20  0
0x047f28  0x047f34        12  0
0x047f38  0x047f88        80  0
0x047f8a  0x0480cc       322  0
0x0480cc  0x048140       116  0
0x048140  0x048318       472  0
0x048322  0x0484f6       468  0
0x0484f6  0x048588       146  0
0x048588  0x04860c       132  0
0x04860c  0x0486b8       172  0
0x0486bc  0x04881a       350  0
0x04881a  0x048860        70  0
0x048860  0x0488c2        98  0
0x0488d2  0x048930        94  0
0x048934  0x048994        96  0
0x048998  0x048a18       128  0
0x048a18  0x048a94       124  0
0x048a94  0x048b22       142  0
0x048b22  0x048bb0       142  0
0x048bb0  0x048c44       148  0
0x048c44  0x048ce0       156  0
0x048ce0  0x048d36        86  0
0x048d36  0x048e42       268  0
0x048e42  0x048fb4       370  0
0x048fb4  0x049036       130  0
0x049036  0x0490e4       174  0
0x0490e4  0x0491d6       242  0
0x0491d6  0x049222        76  0
0x049222  0x04932c       266  0
0x04932c  0x049340        20  0
0x049346  0x0493ae       104  1
0x0493ae  0x049420       114  0
0x049428  0x0494cc       164  0
0x0494cc  0x0495cc       256  0
0x0495cc  0x049664       152  1
0x049664  0x049686        34  1
0x049686  0x0496e6        96  0
0x0496e6  0x04974c       102  0
0x0497cc  0x0497f0        36  0
0x0497f0  0x049802        18  0
0x049802  0x049b96       916  0
0x049b96  0x049ba2        12  0
0x049bba  0x049bf8        62  0
0x049bf8  0x049d18       288  1
0x049d18  0x049dc4       172  0
0x049dc4  0x049e4a       134  0
0x049e4a  0x04a200       950  0
0x04a200  0x04a22a        42  0
0x04a32a  0x04a720      1014  0
0x04a742  0x04a7be       124  0
0x04a7cc  0x04a81a        78  0
0x04a81a  0x04a84c        50  0
0x04a84c  0x04a87e        50  0
0x04a87e  0x04a8d0        82  0
0x04a8d0  0x04a96c       156  0
0x04a96c  0x04a998        44  0
0x04a9bc  0x04aa3a       126  0
0x04aa40  0x04aa6a        42  0
0x04aab0  0x04ac26       374  0
0x04ac2e  0x04ac76        72  0
0x04ac76  0x04ad74       254  0
0x04ad7a  0x04adfc       130  0
0x04adfc  0x04ae3c        64  0
0x04ae5c  0x04aeb0        84  0
0x04aebc  0x04afdc       288  0
0x04afe0  0x04b11e       318  0
0x04b11e  0x04b1d0       178  0
0x04b1d0  0x04b226        86  0
0x04b226  0x04b24c        38  0
0x04b24c  0x04b28a        62  0
0x04b28a  0x04b2b2        40  0
0x04b2b2  0x04b2e2        48  0
0x04b2f6  0x04b33c        70  0
0x04b352  0x04b374        34  0
0x04b378  0x04b3a8        48  0
0x04b3da  0x04b604       554  0
0x04b628  0x04b648        32  0
0x04b648  0x04b68a        66  1
0x04b68a  0x04b9ca       832  0
0x04ba2e  0x04babc       142  0
0x04babc  0x04bb3e       130  0
0x04bb6c  0x04bbe2       118  0
0x04bbe2  0x04bca6       196  0
0x04bca8  0x04bcec        68  0
0x04bda8  0x04be00        88  0
0x04be04  0x04be28        36  0
0x04be66  0x04be82        28  0
0x04bebc  0x04bef2        54  0
0x04befc  0x04c020       292  0
0x04c02e  0x04c4fa      1228  0
0x04c51e  0x04c554        54  0
0x04c556  0x04c580        42  0
0x04c588  0x04c5fa       114  0
0x04c602  0x04c662        96  0
0x04c664  0x04c6b0        76  0
0x04c6b0  0x04c786       214  0
0x04c786  0x04c7b2        44  0
0x04c7c2  0x04c882       192  0
0x04c890  0x04c968       216  0
0x04c96a  0x04c976        12  0
0x04c988  0x04c992        10  0
0x04c992  0x04caaa       280  0
0x04caaa  0x04cb52       168  0
0x04cb52  0x04cb92        64  0
0x04cb92  0x04cbce        60  0
0x04cbda  0x04cc2e        84  0
0x04cc34  0x04cc44        16  0
0x04cc44  0x04cc5c        24  0
0x04cc5c  0x04ccbc        96  0
0x04ccc2  0x04cd94       210  0
0x04cd98  0x04cde2        74  0
0x04ce1e  0x04ce3c        30  0
0x04ce3c  0x04cf72       310  0
0x04cf72  0x04d0b2       320  0
0x04d0c0  0x04d134       116  0
0x04d134  0x04d1e0       172  0
0x04d1e0  0x04d93e      1886  0
0x04d950  0x04dc6a       794  0
0x04dc7c  0x04dd5c       224  0
0x04dd60  0x04deac       332  0
0x04deb2  0x04e0c6       532  0
0x04e0ca  0x04e0e8        30  0
0x04e0e8  0x04e160       120  0
0x04e1b2  0x04e206        84  0
0x04e258  0x04e288        48  0
0x04e2c2  0x04e2f0        46  0
0x04e2f0  0x04e320        48  0
0x04e3d0  0x04e404        52  0
0x04e406  0x04e432        44  0
0x04e47e  0x04e4a4        38  0
0x04e4a6  0x04e4ea        68  0
0x04e4ec  0x04e58e       162  0
0x04e5ac  0x04e778       460  0
0x04e7dc  0x04e7fa        30  0
0x04e7fa  0x04e83a        64  0
0x04e83a  0x04e850        22  1
0x04e850  0x04e87e        46  0
0x04e87e  0x04e982       260  1
0x04e982  0x04e9c8        70  0
0x04e9c8  0x04e9dc        20  1
0x04e9dc  0x04eb04       296  0
0x04eb08  0x04ebf8       240  0
0x04ebfc  0x04ec2a        46  0
0x04ec30  0x04ec6c        60  0
0x04ec70  0x04ed24       180  0
0x04ed2c  0x04eda2       118  0
0x04edb0  0x04f36a      1466  0
0x04f36c  0x04f3c6        90  0
0x04f3d2  0x04f3e0        14  0
0x04f3e0  0x04f4d6       246  0
0x04f4d6  0x04f4f4        30  0
0x04f500  0x04f57a       122  0
0x04f582  0x04f5b0        46  0
0x04f5bc  0x04f61a        94  0
0x04f61c  0x04f66e        82  0
0x04f674  0x04f6e2       110  0
0x04f6e2  0x04f782       160  0
0x04f782  0x04f7c0        62  0
0x04f7c4  0x04f886       194  0
0x04f886  0x04fa06       384  0
0x04fa08  0x04fa6a        98  0
0x04fa6c  0x04fb90       292  0
0x04fba6  0x04fbe6        64  0
0x04fc94  0x04fce0        76  0
0x04fce2  0x04fd52       112  0
0x04fd52  0x04fd8e        60  1
0x04fd8e  0x04fdc8        58  1
0x04fdc8  0x04fe18        80  0
0x04fe1c  0x04fe50        52  0
0x04fe54  0x04ff1a       198  0
0x04ff20  0x04ffce       174  0
0x04ffd8  0x04fff8        32  0
0x04fff8  0x05001e        38  0
0x050026  0x05008a       100  0
0x05008c  0x0500ca        62  0
0x0500d2  0x05012a        88  0
0x05012a  0x05014c        34  0
0x050152  0x050318       454  0
0x050318  0x050374        92  0
0x050374  0x0503b8        68  0
0x0503bc  0x05040e        82  0
0x050414  0x0504b2       158  0
0x0504bc  0x05058e       210  0
0x050594  0x0507b0       540  0
0x0507be  0x0507fc        62  0
0x050800  0x050852        82  0
0x05085a  0x050906       172  0
0x050914  0x050a0a       246  0
0x053eb8  0x0566f4     10300  1
0x0566f4  0x056ec6      2002  0
0x0570ec  0x057164       120  1
0x057164  0x05caf6     22930  1
0x05caf6  0x05d884      3470  1
0x05d884  0x05d93e       186  0
0x05d944  0x05d9b2       110  0
0x05d9bc  0x05d9fe        66  0
0x05da1e  0x05da3e        32  0
0x05da46  0x05da6a        36  0
0x05da76  0x05dac4        78  0
0x05dae4  0x05db08        36  1
0x05db08  0x05db4e        70  0
0x05db70  0x05dc9e       302  0
0x05dcb0  0x05dcf2        66  0
0x05dd04  0x05dd52        78  0
0x05dd5c  0x05ddbc        96  0
0x05ddd0  0x05de36       102  0
0x05de5e  0x05de98        58  0
0x05de9c  0x05df0a       110  0
0x05df18  0x05dfda       194  0
0x05e014  0x05e088       116  0
0x05e08c  0x05e0e0        84  0
0x05e0f8  0x05e15c       100  0
0x05e174  0x05e1a0        44  1
0x05e1a0  0x05e1c8        40  0
0x05e1cc  0x05e1ee        34  0
0x05e220  0x05e2e0       192  0
0x05e2e0  0x05e358       120  0
0x05e368  0x05e3c0        88  1
0x05e3c0  0x05e3de        30  0
0x05e3de  0x05e400        34  0
0x05e400  0x05e422        34  0
0x05e422  0x05e454        50  0
0x05e454  0x05e4c2       110  0
0x05e4da  0x05e5d2       248  0
0x05e5e8  0x05e7d2       490  0
0x05e82c  0x05e874        72  1
0x05e874  0x05e908       148  1
0x05e908  0x05eaca       450  0
0x05eb42  0x05eb88        70  0
0x05eb88  0x05ebba        50  1
0x05ebba  0x05ebf2        56  0
0x05ebf2  0x05ecca       216  0
0x05ecca  0x05ecf0        38  0
0x05ecfc  0x05ed1e        34  0
0x05ed4a  0x05ede0       150  0
0x05ede0  0x05ee16        54  0
0x05ee16  0x05ee48        50  1
0x05ee48  0x05eea0        88  0
0x05ef00  0x05efd0       208  0
0x05efee  0x05f180       402  0
0x05f198  0x05f590      1016  0
0x05f598  0x05f5f0        88  1
0x05f5f0  0x05f604        20  0
0x05f604  0x05f624        32  0
0x05f628  0x05f6ca       162  0
0x05f6e0  0x05f748       104  0
0x05f796  0x05f95a       452  0
0x05f994  0x05fca4       784  0
0x05fca4  0x05fcc4        32  0
0x05fcc4  0x05fcf6        50  0
0x05fcf6  0x05fd36        64  0
0x05fd42  0x05fe1a       216  0
0x05fe1a  0x05fe64        74  0
0x05fe94  0x05feb4        32  0
0x05fec4  0x05fedc        24  0
0x05fefe  0x05ff62       100  0
0x05ff62  0x05ff90        46  0
0x05ff90  0x05fff6       102  0
0x06005c  0x06007e        34  1
0x06007e  0x0600b4        54  0
0x060152  0x0601c4       114  0
0x06022c  0x060270        68  0
0x060280  0x0602aa        42  0
0x0602b0  0x0602dc        44  0
0x0602e0  0x06030c        44  0
0x060310  0x060344        52  1
0x060344  0x060400       188  0
0x060402  0x060454        82  0
0x060454  0x060498        68  0
0x0605c0  0x06060c        76  0
0x060612  0x06064e        60  0
0x06064e  0x060678        42  0
0x06067a  0x060794       282  0
0x06079c  0x06086c       208  0
0x06086c  0x060912       166  0
0x060912  0x060942        48  0
0x060944  0x0609e4       160  0
0x060a42  0x060c14       466  0
0x060c2c  0x060ca2       118  0
0x060ca2  0x060cde        60  0
0x060cde  0x060d0e        48  0
0x060d0e  0x060d80       114  0
0x060d80  0x061110       912  0
0x061128  0x061132        10  0
0x061132  0x06113c        10  0
0x06113c  0x06116c        48  0
0x06116c  0x0611d4       104  0
0x0611d6  0x0611e2        12  0
0x0611e2  0x061248       102  0
0x06124a  0x0612ae       100  0
0x0612ae  0x06131c       110  0
0x06131c  0x0614e6       458  0
0x0614e6  0x06152c        70  0
0x061544  0x061640       252  0
0x061644  0x061672        46  0
0x061686  0x061726       160  0
0x061728  0x061b92      1130  0
0x061bb4  0x061c4a       150  0
0x061c4c  0x061c86        58  0
0x061c90  0x061e70       480  0
0x061e8c  0x064c8e     11778  0
0x064cc0  0x064dd8       280  0
0x064de4  0x064e92       174  0
0x064e92  0x064ee4        82  0
0x064ef0  0x064f14        36  0
0x064f94  0x064fc0        44  0
0x064ff0  0x065082       146  0
0x06508a  0x0650cc        66  0
0x0650dc  0x065184       168  0
0x065198  0x0651e2        74  0
0x065244  0x065258        20  0
0x06525c  0x0652c0       100  0
0x0652c0  0x06539e       222  0
0x0653a4  0x0656c2       798  0
0x0656c4  0x0656ea        38  0
0x0656ee  0x065868       378  0
0x065868  0x065922       186  0
0x065948  0x0659c6       126  0
0x0659ca  0x065a6a       160  0
0x065a72  0x065b0c       154  0
